# First field is # dimensions of each datapoint, 2nd is gesture class, Next fields are raw time series in order t_f1[0], t_f2[0], t_f3[0] etc. where f1, f2, etc are features and [0] is time
3,1,9.074807167053223E-5,9.074807167053223E-5,9.074807167053223E-5,-6.708502769470215E-5,-6.708502769470215E-5,-6.708502769470215E-5,8.720159530639648E-5,8.720159530639648E-5,8.720159530639648E-5,-5.027949810028076E-4,-5.027949810028076E-4,-5.027949810028076E-4,-0.0010043084621429443,-0.0010043084621429443,-0.0010043084621429443,-5.652010440826416E-4,-5.652010440826416E-4,-5.652010440826416E-4,-0.0013457834720611572,-0.0013457834720611572,-0.0013457834720611572,-0.0014323890209197998,-0.0014323890209197998,-0.0014323890209197998,-0.0019387006759643555,-0.0019387006759643555,-0.0019387006759643555,-0.001070946455001831,-0.001070946455001831,-0.001070946455001831,-0.0010545551776885986,-0.0010545551776885986,-0.0010545551776885986,2.574920654296875E-4,2.574920654296875E-4,2.574920654296875E-4,5.072951316833496E-4,5.072951316833496E-4,5.072951316833496E-4,1.4278292655944824E-4,1.4278292655944824E-4,1.4278292655944824E-4,-1.671314239501953E-4,-1.671314239501953E-4,-1.671314239501953E-4,-2.8628110885620117E-4,-2.8628110885620117E-4,-2.8628110885620117E-4,-0.0015414059162139893,-0.0015414059162139893,-0.0015414059162139893,-0.0017428994178771973,-0.0017428994178771973,-0.0017428994178771973,-9.045302867889404E-4,-9.045302867889404E-4,-9.045302867889404E-4,-7.688701152801514E-4,-7.688701152801514E-4,-7.688701152801514E-4,-6.535053253173828E-4,-6.535053253173828E-4,-6.535053253173828E-4,-0.0012766718864440918,-0.0012766718864440918,-0.0012766718864440918,-0.001085132360458374,-0.001085132360458374,-0.001085132360458374,-0.0012108683586120605,-0.0012108683586120605,-0.0012108683586120605,-0.0031926631927490234,-0.0031926631927490234,-0.0031926631927490234,-0.004011869430541992,-0.004011869430541992,-0.004011869430541992,-0.006583124399185181,-0.006583124399185181,-0.006583124399185181,-0.00790339708328247,-0.00790339708328247,-0.00790339708328247,-0.008448630571365356,-0.008448630571365356,-0.008448630571365356,
3,2,8.788704872131348E-5,8.788704872131348E-5,8.788704872131348E-5,7.468461990356445E-5,7.468461990356445E-5,7.468461990356445E-5,-8.07344913482666E-5,-8.07344913482666E-5,-8.07344913482666E-5,5.083084106445312E-4,5.083084106445312E-4,5.083084106445312E-4,2.8783082962036133E-4,2.8783082962036133E-4,2.8783082962036133E-4,-1.8805265426635742E-4,-1.8805265426635742E-4,-1.8805265426635742E-4,-3.040730953216553E-4,-3.040730953216553E-4,-3.040730953216553E-4,-1.1423230171203613E-4,-1.1423230171203613E-4,-1.1423230171203613E-4,4.7147274017333984E-5,4.7147274017333984E-5,4.7147274017333984E-5,6.169974803924561E-4,6.169974803924561E-4,6.169974803924561E-4,2.3597478866577148E-4,2.3597478866577148E-4,2.3597478866577148E-4,3.4481287002563477E-4,3.4481287002563477E-4,3.4481287002563477E-4,4.6193599700927734E-6,4.6193599700927734E-6,4.6193599700927734E-6,-1.4027953147888184E-4,-1.4027953147888184E-4,-1.4027953147888184E-4,-2.6348233222961426E-4,-2.6348233222961426E-4,-2.6348233222961426E-4,6.414055824279785E-4,6.414055824279785E-4,6.414055824279785E-4,-3.170967102050781E-5,-3.170967102050781E-5,-3.170967102050781E-5,-2.6941299438476562E-5,-2.6941299438476562E-5,-2.6941299438476562E-5,-1.67161226272583E-4,-1.67161226272583E-4,-1.67161226272583E-4,-1.4206767082214355E-4,-1.4206767082214355E-4,-1.4206767082214355E-4,6.003975868225098E-4,6.003975868225098E-4,6.003975868225098E-4,9.430348873138428E-4,9.430348873138428E-4,9.430348873138428E-4,0.0015227198600769043,0.0015227198600769043,0.0015227198600769043,0.002159714698791504,0.002159714698791504,0.002159714698791504,0.0027011334896087646,0.0027011334896087646,0.0027011334896087646,0.002584397792816162,0.002584397792816162,0.002584397792816162,0.0020525455474853516,0.0020525455474853516,0.0020525455474853516,0.001311957836151123,0.001311957836151123,0.001311957836151123,0.0019805431365966797,0.0019805431365966797,0.0019805431365966797,0.0021161437034606934,0.0021161437034606934,0.0021161437034606934,0.0025199055671691895,0.0025199055671691895,0.0025199055671691895,0.0017092227935791016,0.0017092227935791016,0.0017092227935791016,0.0020297467708587646,0.0020297467708587646,0.0020297467708587646,0.002590656280517578,0.002590656280517578,0.002590656280517578,0.0027790069580078125,0.0027790069580078125,0.0027790069580078125,0.0030833184719085693,0.0030833184719085693,0.0030833184719085693,0.002909243106842041,0.002909243106842041,0.002909243106842041,0.0031940340995788574,0.0031940340995788574,0.0031940340995788574,0.0024264752864837646,0.0024264752864837646,0.0024264752864837646,0.003072112798690796,0.003072112798690796,0.003072112798690796,0.0036208927631378174,0.0036208927631378174,0.0036208927631378174,0.004231631755828857,0.004231631755828857,0.004231631755828857,0.00532764196395874,0.00532764196395874,0.00532764196395874,
