@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
4767,'2018/02/13 20:12:02:542',18,0.495248,0.500439,0.591114,0.459716,0.522865,?
4768,'2018/02/13 20:12:02:578',18,0.494086,0.499508,0.589669,0.459716,0.522865,?
4769,'2018/02/13 20:12:02:580',18,0.492953,0.499005,0.588441,0.459716,0.522865,?
4770,'2018/02/13 20:12:02:598',18,0.490549,0.499443,0.58823,0.459716,0.522865,?
4771,'2018/02/13 20:12:02:602',18,0.488649,0.500103,0.588329,0.459716,0.522865,?
4772,'2018/02/13 20:12:02:619',18,0.486458,0.50153,0.589246,0.459716,0.522865,?
4773,'2018/02/13 20:12:02:621',18,0.484595,0.503897,0.591137,0.459716,0.522865,?
4774,'2018/02/13 20:12:02:639',18,0.484021,0.506774,0.593022,0.459716,0.522865,?
4775,'2018/02/13 20:12:02:643',18,0.484254,0.509508,0.594902,0.459716,0.522865,?
4776,'2018/02/13 20:12:02:661',18,0.48503,0.511832,0.5965,0.459716,0.522865,?
4777,'2018/02/13 20:12:02:663',18,0.486554,0.513807,0.597025,0.459716,0.522865,?
4778,'2018/02/13 20:12:02:682',18,0.487417,0.516063,0.598027,0.459716,0.522865,?
4779,'2018/02/13 20:12:02:684',18,0.488295,0.518557,0.599712,0.459716,0.522865,?
4968,'2018/02/13 20:12:21:418',20,0.497712,0.499417,0.602526,0.06,0.06,?
4969,'2018/02/13 20:12:21:447',20,0.497479,0.499793,0.602425,0.06,0.06,?
4970,'2018/02/13 20:12:21:475',20,0.497568,0.499824,0.601506,0.06,0.06,?
4971,'2018/02/13 20:12:21:492',20,0.497645,0.49985,0.600169,0.06,0.06,?
4972,'2018/02/13 20:12:21:498',20,0.496844,0.499873,0.599866,0.06,0.06,?
4973,'2018/02/13 20:12:21:506',20,0.496596,0.50018,0.598775,0.06,0.06,?
4974,'2018/02/13 20:12:21:525',20,0.495809,0.501019,0.597847,0.06,0.06,?
4975,'2018/02/13 20:12:21:526',20,0.494563,0.502308,0.597059,0.06,0.06,?
4976,'2018/02/13 20:12:21:544',20,0.493503,0.503981,0.596389,0.06,0.06,?
4977,'2018/02/13 20:12:21:548',20,0.492314,0.504538,0.596375,0.06,0.06,?
4978,'2018/02/13 20:12:21:564',20,0.491159,0.505299,0.597197,0.06,0.06,?
4979,'2018/02/13 20:12:21:567',20,0.491187,0.505947,0.598173,0.06,0.06,?
4980,'2018/02/13 20:12:21:585',20,0.491211,0.506209,0.599836,0.06,0.06,?
4981,'2018/02/13 20:12:21:587',20,0.491808,0.506431,0.601527,0.06,0.06,?
4982,'2018/02/13 20:12:21:597',20,0.492172,0.507486,0.60352,0.06,0.06,?
4983,'2018/02/13 20:12:21:607',20,0.492769,0.508094,0.60577,0.06,0.06,?
4984,'2018/02/13 20:12:21:617',20,0.493998,0.508322,0.607682,0.06,0.06,?
4985,'2018/02/13 20:12:21:635',20,0.495475,0.509093,0.609585,0.06,0.06,?
4986,'2018/02/13 20:12:21:638',20,0.497596,0.508883,0.61037,0.06,0.06,?
4987,'2018/02/13 20:12:21:666',20,0.499543,0.508127,0.610759,0.06,0.06,?
4988,'2018/02/13 20:12:21:668',20,0.500621,0.507774,0.611089,0.06,0.06,?
4989,'2018/02/13 20:12:21:686',20,0.501538,0.507473,0.610537,0.06,0.06,?
4990,'2018/02/13 20:12:21:706',20,0.502173,0.506929,0.609512,0.06,0.06,?
4991,'2018/02/13 20:12:21:710',20,0.502279,0.50589,0.608919,0.06,0.06,?
4992,'2018/02/13 20:12:21:736',20,0.502226,0.505006,0.607859,0.06,0.06,?
4993,'2018/02/13 20:12:21:765',20,0.50218,0.504255,0.606402,0.06,0.06,?
4994,'2018/02/13 20:12:21:782',20,0.501421,0.503328,0.605164,0.06,0.06,?
4995,'2018/02/13 20:12:21:789',20,0.500919,0.502252,0.603556,0.06,0.06,?
4996,'2018/02/13 20:12:21:837',20,0.50006,0.501049,0.602189,0.06,0.06,?
4997,'2018/02/13 20:12:21:840',20,0.499186,0.500603,0.601028,0.06,0.06,?
4998,'2018/02/13 20:12:21:887',20,0.498442,0.500513,0.599762,0.06,0.06,?
4999,'2018/02/13 20:12:21:890',20,0.497378,0.500436,0.59952,0.06,0.06,?
5000,'2018/02/13 20:12:21:907',20,0.496185,0.50037,0.59987,0.06,0.06,?
5001,'2018/02/13 20:12:21:925',20,0.496036,0.50118,0.599889,0.06,0.06,?
5002,'2018/02/13 20:12:21:952',20,0.495621,0.502446,0.599906,0.06,0.06,?
5003,'2018/02/13 20:12:21:981',20,0.494691,0.503233,0.600753,0.06,0.06,?
5004,'2018/02/13 20:12:22:007',20,0.493757,0.504767,0.601752,0.06,0.06,?
5005,'2018/02/13 20:12:22:012',20,0.493251,0.506648,0.602878,0.06,0.06,?
5006,'2018/02/13 20:12:22:031',20,0.493542,0.508247,0.604113,0.06,0.06,?
5007,'2018/02/13 20:12:22:033',20,0.493501,0.509606,0.605718,0.06,0.06,?
5008,'2018/02/13 20:12:22:049',20,0.493755,0.510473,0.606805,0.06,0.06,?
5009,'2018/02/13 20:12:22:052',20,0.494547,0.51121,0.607451,0.06,0.06,?
5010,'2018/02/13 20:12:22:069',20,0.494788,0.512701,0.608278,0.06,0.06,?
5011,'2018/02/13 20:12:22:073',20,0.495282,0.513392,0.608147,0.06,0.06,?
5012,'2018/02/13 20:12:22:091',20,0.495557,0.513403,0.608314,0.06,0.06,?
5013,'2018/02/13 20:12:22:094',20,0.496223,0.513411,0.608178,0.06,0.06,?
5014,'2018/02/13 20:12:22:112',20,0.497222,0.512554,0.60834,0.06,0.06,?
5015,'2018/02/13 20:12:22:115',20,0.498216,0.512401,0.608756,0.06,0.06,?
5016,'2018/02/13 20:12:22:154',20,0.499205,0.511695,0.609109,0.06,0.06,?
5017,'2018/02/13 20:12:22:172',20,0.500045,0.511671,0.609687,0.06,0.06,?
5018,'2018/02/13 20:12:22:175',20,0.50076,0.511075,0.609623,0.06,0.06,?
5019,'2018/02/13 20:12:22:192',20,0.501367,0.510567,0.609013,0.06,0.06,?
5020,'2018/02/13 20:12:22:213',20,0.501883,0.509559,0.608216,0.06,0.06,?
5021,'2018/02/13 20:12:22:231',20,0.50261,0.508125,0.606984,0.06,0.06,?
5022,'2018/02/13 20:12:22:235',20,0.502651,0.506906,0.606214,0.06,0.06,?
5023,'2018/02/13 20:12:22:262',20,0.501821,0.505582,0.60556,0.06,0.06,?
5024,'2018/02/13 20:12:22:300',20,0.500971,0.504168,0.60417,0.06,0.06,?
5025,'2018/02/13 20:12:22:319',20,0.499671,0.503254,0.603267,0.06,0.06,?
5026,'2018/02/13 20:12:22:328',20,0.499288,0.501612,0.602221,0.06,0.06,?
5027,'2018/02/13 20:12:22:334',20,0.498529,0.500505,0.600777,0.06,0.06,?
5028,'2018/02/13 20:12:22:366',20,0.497163,0.498698,0.599827,0.06,0.06,?
5029,'2018/02/13 20:12:22:383',20,0.496147,0.49774,0.59902,0.06,0.06,?
5030,'2018/02/13 20:12:22:385',20,0.495138,0.497213,0.598611,0.06,0.06,?
5031,'2018/02/13 20:12:22:403',20,0.494137,0.497343,0.59882,0.06,0.06,?
5032,'2018/02/13 20:12:22:421',20,0.493862,0.49803,0.598997,0.06,0.06,?
5033,'2018/02/13 20:12:22:438',20,0.494494,0.498325,0.598592,0.06,0.06,?
5034,'2018/02/13 20:12:22:466',20,0.495032,0.499154,0.598247,0.06,0.06,?
5035,'2018/02/13 20:12:22:467',20,0.494767,0.499569,0.598232,0.06,0.06,?
5036,'2018/02/13 20:12:22:484',20,0.494543,0.500499,0.597942,0.06,0.06,?
5037,'2018/02/13 20:12:22:487',20,0.493775,0.50129,0.598251,0.06,0.06,?
5038,'2018/02/13 20:12:22:506',20,0.492978,0.50225,0.599069,0.06,0.06,?
5039,'2018/02/13 20:12:22:507',20,0.492156,0.503355,0.599764,0.06,0.06,?
5040,'2018/02/13 20:12:22:517',20,0.491025,0.504582,0.60091,0.06,0.06,?
5041,'2018/02/13 20:12:22:527',20,0.489919,0.505914,0.602163,0.06,0.06,?
5042,'2018/02/13 20:12:22:544',20,0.489124,0.507623,0.602949,0.06,0.06,?
5043,'2018/02/13 20:12:22:596',20,0.488447,0.508787,0.60334,0.06,0.06,?
5044,'2018/02/13 20:12:22:598',20,0.488017,0.510065,0.604228,0.06,0.06,?
5045,'2018/02/13 20:12:22:616',20,0.488228,0.511152,0.60415,0.06,0.06,?
5046,'2018/02/13 20:12:22:653',20,0.48884,0.512364,0.604638,0.06,0.06,?
5047,'2018/02/13 20:12:22:671',20,0.490225,0.513394,0.605054,0.06,0.06,?
5048,'2018/02/13 20:12:22:680',20,0.491115,0.514269,0.60624,0.06,0.06,?
5049,'2018/02/13 20:12:22:699',20,0.492736,0.515302,0.606693,0.06,0.06,?
5050,'2018/02/13 20:12:22:701',20,0.494258,0.515603,0.607078,0.06,0.06,?
5051,'2018/02/13 20:12:22:719',20,0.495264,0.515859,0.607961,0.06,0.06,?
5052,'2018/02/13 20:12:22:786',20,0.496263,0.515787,0.608155,0.06,0.06,?
5053,'2018/02/13 20:12:22:791',20,0.497256,0.51515,0.608321,0.06,0.06,?
5054,'2018/02/13 20:12:22:818',20,0.497812,0.51432,0.607906,0.06,0.06,?
5055,'2018/02/13 20:12:22:822',20,0.498428,0.513614,0.606998,0.06,0.06,?
5056,'2018/02/13 20:12:22:838',20,0.498808,0.512437,0.606226,0.06,0.06,?
5057,'2018/02/13 20:12:22:856',20,0.499131,0.511149,0.606126,0.06,0.06,?
5058,'2018/02/13 20:12:22:862',20,0.499406,0.509476,0.605484,0.06,0.06,?
5059,'2018/02/13 20:12:22:881',20,0.499783,0.508055,0.604384,0.06,0.06,?
5060,'2018/02/13 20:12:22:898',20,0.49996,0.506558,0.603449,0.06,0.06,?
5061,'2018/02/13 20:12:22:916',20,0.499822,0.505286,0.602098,0.06,0.06,?
5062,'2018/02/13 20:12:22:922',20,0.499416,0.503916,0.601228,0.06,0.06,?
5063,'2018/02/13 20:12:22:940',20,0.498782,0.50304,0.60021,0.06,0.06,?
5064,'2018/02/13 20:12:22:943',20,0.497523,0.502007,0.599345,0.06,0.06,?
5065,'2018/02/13 20:12:23:010',20,0.496164,0.501129,0.598888,0.06,0.06,?
5066,'2018/02/13 20:12:23:014',20,0.49472,0.500672,0.598221,0.06,0.06,?
5067,'2018/02/13 20:12:23:071',20,0.49306,0.500282,0.597655,0.06,0.06,?
5068,'2018/02/13 20:12:23:098',20,0.491361,0.499951,0.597451,0.06,0.06,?
5069,'2018/02/13 20:12:23:116',20,0.489916,0.499382,0.597833,0.06,0.06,?
5070,'2018/02/13 20:12:23:123',20,0.4884,0.499186,0.598436,0.06,0.06,?
5071,'2018/02/13 20:12:23:140',20,0.487688,0.49902,0.598671,0.06,0.06,?
5072,'2018/02/13 20:12:23:158',20,0.487083,0.498013,0.59887,0.06,0.06,?
5073,'2018/02/13 20:12:23:176',20,0.487001,0.497157,0.59904,0.06,0.06,?
5074,'2018/02/13 20:12:23:193',20,0.486643,0.49643,0.599739,0.06,0.06,?
5075,'2018/02/13 20:12:23:221',20,0.487349,0.495811,0.600334,0.06,0.06,?
5076,'2018/02/13 20:12:23:227',20,0.487804,0.495863,0.601673,0.06,0.06,?
5077,'2018/02/13 20:12:23:243',20,0.48848,0.495906,0.603088,0.06,0.06,?
5078,'2018/02/13 20:12:23:281',20,0.489342,0.496232,0.603736,0.06,0.06,?
5079,'2018/02/13 20:12:23:287',20,0.489931,0.49622,0.60512,0.06,0.06,?
5080,'2018/02/13 20:12:23:323',20,0.49072,0.49621,0.605463,0.06,0.06,?
5081,'2018/02/13 20:12:23:326',20,0.491391,0.49649,0.606311,0.06,0.06,?
5082,'2018/02/13 20:12:23:343',20,0.492106,0.497017,0.607031,0.06,0.06,?
5083,'2018/02/13 20:12:23:402',20,0.493001,0.497464,0.607365,0.06,0.06,?
5084,'2018/02/13 20:12:23:407',20,0.493907,0.497268,0.607649,0.06,0.06,?
5085,'2018/02/13 20:12:23:455',20,0.494677,0.497389,0.607057,0.06,0.06,?
5086,'2018/02/13 20:12:23:482',20,0.495331,0.497204,0.606276,0.06,0.06,?
5087,'2018/02/13 20:12:23:569',20,0.495887,0.497335,0.605057,0.06,0.06,?
5088,'2018/02/13 20:12:23:587',20,0.496504,0.497735,0.604576,0.06,0.06,?
5089,'2018/02/13 20:12:23:588',20,0.497605,0.498074,0.604168,0.06,0.06,?
5090,'2018/02/13 20:12:23:631',20,0.498253,0.498652,0.60382,0.06,0.06,?
5091,'2018/02/13 20:12:23:667',20,0.498371,0.499142,0.603525,0.06,0.06,?
5092,'2018/02/13 20:12:23:695',20,0.497461,0.499559,0.603274,0.06,0.06,?
5093,'2018/02/13 20:12:23:699',20,0.496688,0.499626,0.602505,0.06,0.06,?
5094,'2018/02/13 20:12:23:716',20,0.496175,0.499682,0.602129,0.06,0.06,?
5095,'2018/02/13 20:12:23:719',20,0.495018,0.499729,0.601532,0.06,0.06,?
5096,'2018/02/13 20:12:23:737',20,0.494323,0.500059,0.600191,0.06,0.06,?
5097,'2018/02/13 20:12:23:740',20,0.493156,0.50005,0.599329,0.06,0.06,?
5098,'2018/02/13 20:12:23:767',20,0.491442,0.499465,0.598319,0.06,0.06,?
5099,'2018/02/13 20:12:23:770',20,0.489408,0.498969,0.597738,0.06,0.06,?
5100,'2018/02/13 20:12:23:827',20,0.487824,0.499123,0.597244,0.06,0.06,?
5101,'2018/02/13 20:12:23:845',20,0.486621,0.498678,0.596824,0.06,0.06,?
5102,'2018/02/13 20:12:23:852',20,0.485599,0.498299,0.597022,0.06,0.06,?
5103,'2018/02/13 20:12:23:870',20,0.484442,0.497977,0.597747,0.06,0.06,?
5104,'2018/02/13 20:12:23:887',20,0.483314,0.497992,0.598918,0.06,0.06,?
5105,'2018/02/13 20:12:23:891',20,0.482933,0.498005,0.600192,0.06,0.06,?
5106,'2018/02/13 20:12:23:908',20,0.483329,0.497727,0.601829,0.06,0.06,?
5107,'2018/02/13 20:12:23:932',20,0.484532,0.49778,0.603222,0.06,0.06,?
5108,'2018/02/13 20:12:23:973',20,0.485554,0.497536,0.60385,0.06,0.06,?
5109,'2018/02/13 20:12:23:991',20,0.485413,0.497906,0.605217,0.06,0.06,?
5110,'2018/02/13 20:12:24:008',20,0.485438,0.498508,0.605823,0.06,0.06,?
5111,'2018/02/13 20:12:24:026',20,0.485891,0.499309,0.606061,0.06,0.06,?
5112,'2018/02/13 20:12:24:053',20,0.486854,0.499989,0.606263,0.06,0.06,?
5113,'2018/02/13 20:12:24:081',20,0.48796,0.500568,0.606157,0.06,0.06,?
5114,'2018/02/13 20:12:24:083',20,0.489045,0.500771,0.606066,0.06,0.06,?
5115,'2018/02/13 20:12:24:101',20,0.490544,0.500656,0.606268,0.06,0.06,?
5116,'2018/02/13 20:12:24:138',20,0.49153,0.500557,0.606994,0.06,0.06,?
5117,'2018/02/13 20:12:24:144',20,0.491791,0.500474,0.607889,0.06,0.06,?
5118,'2018/02/13 20:12:24:165',20,0.49158,0.501268,0.608095,0.06,0.06,?
5119,'2018/02/13 20:12:24:192',20,0.491689,0.501655,0.607992,0.06,0.06,?
5120,'2018/02/13 20:12:24:195',20,0.491926,0.501406,0.607904,0.06,0.06,?
5121,'2018/02/13 20:12:24:213',20,0.491983,0.502061,0.60783,0.06,0.06,?
5122,'2018/02/13 20:12:24:216',20,0.492465,0.50204,0.607211,0.06,0.06,?
5123,'2018/02/13 20:12:24:249',20,0.492585,0.501157,0.606962,0.06,0.06,?
5124,'2018/02/13 20:12:24:249',20,0.492976,0.500407,0.606196,0.06,0.06,?
5125,'2018/02/13 20:12:24:256',20,0.493309,0.500057,0.605822,0.06,0.06,?
5126,'2018/02/13 20:12:24:277',20,0.493159,0.500049,0.605782,0.06,0.06,?
5127,'2018/02/13 20:12:24:278',20,0.493319,0.50033,0.604915,0.06,0.06,?
5128,'2018/02/13 20:12:24:306',20,0.493312,0.499992,0.604178,0.06,0.06,?
5129,'2018/02/13 20:12:24:334',20,0.493161,0.500858,0.603829,0.06,0.06,?
5130,'2018/02/13 20:12:24:338',20,0.493033,0.500441,0.603532,0.06,0.06,?
5131,'2018/02/13 20:12:24:356',20,0.493646,0.499798,0.603002,0.06,0.06,?
5132,'2018/02/13 20:12:24:359',20,0.493445,0.499252,0.60283,0.06,0.06,?
5133,'2018/02/13 20:12:24:386',20,0.493563,0.499652,0.602405,0.06,0.06,?
5134,'2018/02/13 20:12:24:453',20,0.494384,0.499704,0.601489,0.06,0.06,?
5135,'2018/02/13 20:12:24:482',20,0.494073,0.500037,0.600988,0.06,0.06,?
5136,'2018/02/13 20:12:24:499',20,0.493952,0.500032,0.601117,0.06,0.06,?
5137,'2018/02/13 20:12:24:499',20,0.493994,0.500604,0.600672,0.06,0.06,?
5138,'2018/02/13 20:12:24:520',20,0.494174,0.500802,0.600016,0.06,0.06,?
5139,'2018/02/13 20:12:24:537',20,0.493317,0.500681,0.599736,0.06,0.06,?
5140,'2018/02/13 20:12:24:555',20,0.493021,0.500291,0.599497,0.06,0.06,?
5141,'2018/02/13 20:12:24:561',20,0.493203,0.500247,0.599573,0.06,0.06,?
5142,'2018/02/13 20:12:24:588',20,0.493068,0.50021,0.600192,0.06,0.06,?
5143,'2018/02/13 20:12:24:592',20,0.493243,0.500179,0.600164,0.06,0.06,?
5144,'2018/02/13 20:12:24:608',20,0.492814,0.500152,0.600417,0.06,0.06,?
5145,'2018/02/13 20:12:24:611',20,0.492594,0.499552,0.600354,0.06,0.06,?
5146,'2018/02/13 20:12:24:629',20,0.492262,0.499619,0.600301,0.06,0.06,?
5147,'2018/02/13 20:12:24:632',20,0.491404,0.499676,0.600534,0.06,0.06,?
5148,'2018/02/13 20:12:24:670',20,0.490097,0.499725,0.600731,0.06,0.06,?
5149,'2018/02/13 20:12:24:687',20,0.488121,0.500055,0.6009,0.06,0.06,?
5150,'2018/02/13 20:12:24:705',20,0.485864,0.500335,0.601042,0.06,0.06,?
5151,'2018/02/13 20:12:24:742',20,0.484956,0.500573,0.600886,0.06,0.06,?
5152,'2018/02/13 20:12:24:771',20,0.484328,0.500487,0.600753,0.06,0.06,?
5153,'2018/02/13 20:12:24:772',20,0.483506,0.500703,0.600918,0.06,0.06,?
5154,'2018/02/13 20:12:33:195',21,0.4966,0.510662,0.603931,0.06,0.9,?
5155,'2018/02/13 20:12:33:196',21,0.496966,0.510216,0.603342,0.06,0.9,?
5156,'2018/02/13 20:12:33:216',21,0.496412,0.510126,0.603118,0.06,0.9,?
5157,'2018/02/13 20:12:33:237',21,0.496373,0.509761,0.60265,0.06,0.9,?
5158,'2018/02/13 20:12:33:238',21,0.495763,0.509739,0.602531,0.06,0.9,?
5159,'2018/02/13 20:12:33:246',21,0.495966,0.509721,0.602151,0.06,0.9,?
5160,'2018/02/13 20:12:33:274',21,0.495706,0.509705,0.602106,0.06,0.9,?
5161,'2018/02/13 20:12:33:291',21,0.495052,0.509691,0.602068,0.06,0.9,?
5162,'2018/02/13 20:12:33:309',21,0.494496,0.509392,0.602313,0.06,0.9,?
5163,'2018/02/13 20:12:33:317',21,0.493591,0.509714,0.603077,0.06,0.9,?
5164,'2018/02/13 20:12:33:345',21,0.492821,0.510853,0.604282,0.06,0.9,?
5165,'2018/02/13 20:12:33:348',21,0.492744,0.511533,0.605307,0.06,0.9,?
5166,'2018/02/13 20:12:33:366',21,0.492246,0.51211,0.607011,0.06,0.9,?
5167,'2018/02/13 20:12:33:384',21,0.4924,0.512601,0.608181,0.06,0.9,?
5168,'2018/02/13 20:12:33:387',21,0.492674,0.513019,0.608621,0.06,0.9,?
5169,'2018/02/13 20:12:33:405',21,0.492908,0.513374,0.609828,0.06,0.9,?
5170,'2018/02/13 20:12:33:410',21,0.493539,0.513098,0.610298,0.06,0.9,?
5171,'2018/02/13 20:12:33:426',21,0.494652,0.513153,0.610698,0.06,0.9,?
5172,'2018/02/13 20:12:33:433',21,0.496176,0.512911,0.61076,0.06,0.9,?
5173,'2018/02/13 20:12:33:446',21,0.497615,0.512993,0.610257,0.06,0.9,?
5174,'2018/02/13 20:12:33:474',21,0.499559,0.512487,0.609274,0.06,0.9,?
5175,'2018/02/13 20:12:33:491',21,0.501067,0.512056,0.608161,0.06,0.9,?
5176,'2018/02/13 20:12:33:511',21,0.501484,0.51169,0.606659,0.06,0.9,?
5177,'2018/02/13 20:12:33:529',21,0.502127,0.511379,0.604549,0.06,0.9,?
5178,'2018/02/13 20:12:33:530',21,0.502385,0.511114,0.603311,0.06,0.9,?
5179,'2018/02/13 20:12:33:549',21,0.502893,0.510601,0.601703,0.06,0.9,?
5180,'2018/02/13 20:12:33:551',21,0.50318,0.510165,0.600892,0.06,0.9,?
5181,'2018/02/13 20:12:33:568',21,0.502991,0.510082,0.599925,0.06,0.9,?
5182,'2018/02/13 20:12:33:596',21,0.501966,0.510012,0.599103,0.06,0.9,?
5183,'2018/02/13 20:12:33:601',21,0.502104,0.509376,0.597571,0.06,0.9,?
5184,'2018/02/13 20:12:33:619',21,0.501211,0.509412,0.596546,0.06,0.9,?
5185,'2018/02/13 20:12:33:621',21,0.500885,0.508865,0.595398,0.06,0.9,?
5186,'2018/02/13 20:12:33:650',21,0.50032,0.508112,0.594977,0.06,0.9,?
5187,'2018/02/13 20:12:33:651',21,0.499262,0.507761,0.594897,0.06,0.9,?
5188,'2018/02/13 20:12:33:681',21,0.497786,0.507174,0.594829,0.06,0.9,?
5189,'2018/02/13 20:12:33:700',21,0.496388,0.50754,0.595049,0.06,0.9,?
5190,'2018/02/13 20:12:33:702',21,0.495343,0.506986,0.595514,0.06,0.9,?
5191,'2018/02/13 20:12:33:720',21,0.494455,0.506803,0.596465,0.06,0.9,?
5192,'2018/02/13 20:12:33:738',21,0.492979,0.506937,0.597828,0.06,0.9,?
5193,'2018/02/13 20:12:33:755',21,0.491148,0.507627,0.599543,0.06,0.9,?
5194,'2018/02/13 20:12:33:783',21,0.489735,0.508502,0.601278,0.06,0.9,?
5195,'2018/02/13 20:12:33:784',21,0.489111,0.508958,0.602753,0.06,0.9,?
5196,'2018/02/13 20:12:33:870',21,0.488581,0.508768,0.604285,0.06,0.9,?
5197,'2018/02/13 20:12:33:874',21,0.488419,0.508606,0.605031,0.06,0.9,?
5198,'2018/02/13 20:12:33:891',21,0.488714,0.508758,0.605387,0.06,0.9,?
5199,'2018/02/13 20:12:33:893',21,0.489541,0.508886,0.60569,0.06,0.9,?
5200,'2018/02/13 20:12:33:911',21,0.490822,0.508707,0.606503,0.06,0.9,?
5201,'2018/02/13 20:12:33:914',21,0.491622,0.50942,0.608028,0.06,0.9,?
5202,'2018/02/13 20:12:33:931',21,0.493167,0.509738,0.609324,0.06,0.9,?
5203,'2018/02/13 20:12:33:933',21,0.495201,0.510008,0.610147,0.06,0.9,?
5204,'2018/02/13 20:12:33:971',21,0.496931,0.510238,0.61057,0.06,0.9,?
5205,'2018/02/13 20:12:33:973',21,0.498257,0.511298,0.610651,0.06,0.9,?
5206,'2018/02/13 20:12:34:002',21,0.499672,0.511911,0.61072,0.06,0.9,?
5207,'2018/02/13 20:12:34:006',21,0.501308,0.512144,0.610501,0.06,0.9,?
5208,'2018/02/13 20:12:34:024',21,0.502986,0.512053,0.610037,0.06,0.9,?
5209,'2018/02/13 20:12:34:025',21,0.503981,0.511976,0.609365,0.06,0.9,?
5210,'2018/02/13 20:12:34:045',21,0.504682,0.511333,0.608793,0.06,0.9,?
5211,'2018/02/13 20:12:34:046',21,0.505566,0.510787,0.607474,0.06,0.9,?
5212,'2018/02/13 20:12:34:084',21,0.505308,0.510611,0.606631,0.06,0.9,?
5213,'2018/02/13 20:12:34:085',21,0.505233,0.509885,0.605081,0.06,0.9,?
5214,'2018/02/13 20:12:34:103',21,0.504737,0.509845,0.603485,0.06,0.9,?
5215,'2018/02/13 20:12:34:107',21,0.504026,0.509522,0.602685,0.06,0.9,?
5216,'2018/02/13 20:12:34:124',21,0.503711,0.509247,0.601449,0.06,0.9,?
5217,'2018/02/13 20:12:34:141',21,0.503298,0.508726,0.60012,0.06,0.9,?
5218,'2018/02/13 20:12:34:146',21,0.502659,0.508282,0.598713,0.06,0.9,?
5219,'2018/02/13 20:12:34:183',21,0.501251,0.50704,0.597517,0.06,0.9,?
5220,'2018/02/13 20:12:34:186',21,0.499477,0.506272,0.596501,0.06,0.9,?
5221,'2018/02/13 20:12:34:214',21,0.497392,0.505331,0.595637,0.06,0.9,?
5222,'2018/02/13 20:12:34:218',21,0.495764,0.505109,0.594902,0.06,0.9,?
5223,'2018/02/13 20:12:34:238',21,0.494091,0.504919,0.594556,0.06,0.9,?
5224,'2018/02/13 20:12:34:255',21,0.492814,0.50447,0.594261,0.06,0.9,?
5225,'2018/02/13 20:12:34:283',21,0.491584,0.504665,0.594844,0.06,0.9,?
5226,'2018/02/13 20:12:34:287',21,0.491404,0.504542,0.595062,0.06,0.9,?
5227,'2018/02/13 20:12:34:335',21,0.490963,0.504438,0.595803,0.06,0.9,?
5228,'2018/02/13 20:12:34:353',21,0.490588,0.504926,0.597266,0.06,0.9,?
5229,'2018/02/13 20:12:34:370',21,0.490557,0.505629,0.599065,0.06,0.9,?
5230,'2018/02/13 20:12:34:388',21,0.491253,0.505939,0.600316,0.06,0.9,?
5231,'2018/02/13 20:12:34:389',21,0.491122,0.50649,0.60138,0.06,0.9,?
5232,'2018/02/13 20:12:34:408',21,0.490723,0.506959,0.60284,0.06,0.9,?
5233,'2018/02/13 20:12:34:429',21,0.490672,0.507646,0.604358,0.06,0.9,?
5234,'2018/02/13 20:12:34:429',21,0.490485,0.507941,0.605927,0.06,0.9,?
5235,'2018/02/13 20:12:34:446',21,0.49047,0.508769,0.607538,0.06,0.9,?
5236,'2018/02/13 20:12:34:448',21,0.490313,0.509473,0.609462,0.06,0.9,?
5237,'2018/02/13 20:12:34:467',21,0.490756,0.510071,0.610821,0.06,0.9,?
5238,'2018/02/13 20:12:34:487',21,0.491422,0.510292,0.611698,0.06,0.9,?
5239,'2018/02/13 20:12:34:488',21,0.491843,0.511055,0.612443,0.06,0.9,?
5240,'2018/02/13 20:12:34:510',21,0.491913,0.511993,0.613632,0.06,0.9,?
5241,'2018/02/13 20:12:34:511',21,0.492549,0.512502,0.614365,0.06,0.9,?
5242,'2018/02/13 20:12:34:529',21,0.493522,0.512646,0.614155,0.06,0.9,?
5243,'2018/02/13 20:12:34:530',21,0.494783,0.512768,0.613698,0.06,0.9,?
5244,'2018/02/13 20:12:34:557',21,0.495998,0.512007,0.613032,0.06,0.9,?
5245,'2018/02/13 20:12:34:561',21,0.497175,0.51136,0.612189,0.06,0.9,?
5246,'2018/02/13 20:12:34:587',21,0.497743,0.511098,0.611749,0.06,0.9,?
5247,'2018/02/13 20:12:34:590',21,0.498514,0.510876,0.61082,0.06,0.9,?
5248,'2018/02/13 20:12:34:600',21,0.498881,0.510687,0.610586,0.06,0.9,?
5249,'2018/02/13 20:12:34:617',21,0.49977,0.510526,0.609554,0.06,0.9,?
5250,'2018/02/13 20:12:34:621',21,0.50067,0.510389,0.608121,0.06,0.9,?
5251,'2018/02/13 20:12:34:669',21,0.502156,0.509985,0.606903,0.06,0.9,?
5252,'2018/02/13 20:12:34:686',21,0.502698,0.509929,0.606145,0.06,0.9,?
5253,'2018/02/13 20:12:34:724',21,0.503159,0.509594,0.604668,0.06,0.9,?
5254,'2018/02/13 20:12:34:751',21,0.502685,0.509597,0.60369,0.06,0.9,?
